phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws027/ppc-openfirmware-plan.md	67	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	ユーザーの本タスクでのAPM+FAT、独自ローダ、zedboot.cfg、同一FATのvmunix、後続のrootfs.img/data.imgという指示。先行のHFS+直接ELFロード案は採用しない。既存UEFI仕様: bootloader/uefi/README.md、zedbsd-config.c/.h。USB HCD: include/drivers/usb.h。	exempt
p002	plan-records	plan/ws004/phase031/phase.md	66	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	- `include/drivers/usb.h` already defines concurrent ownership as one active	exempt
p002	plan-records	plan/ws004/phase031/phase.md	414	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	include/drivers/pci.h include/drivers/usb.h \	exempt
p002	plan-records	plan/ws004/phase031/phase.md	414	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	include/drivers/pci.h include/drivers/usb.h \	exempt
p002	plan-records	plan/ws004/phase032/phase.md	56	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	- `include/drivers/usb.h` declares `drv_usb_device_reset()`, while	exempt
p002	plan-records	plan/ws004/phase032/phase.md	84	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	Add the following class-driver operation to `include/drivers/usb.h`:	exempt
p002	plan-records	plan/ws014/gpu-framework.md	6	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	実装元は `include/drivers/gpu.h`、`include/uapi/gpu.h`、`src/drivers/gpu/gpu.c`。	exempt
p002	plan-records	plan/ws014/gpu-framework.md	140	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	本節は2026-09-13の実装を`include/drivers/gpu.h`、`gpu-share.h`、`gpu-display.h`、`include/uapi/gpu*.h`、`include/kern/handle.h`、`fd-object.h`とGPU coreへ照合した記録。q305/p002の登録設計と実績を保持し、p003・WS030からp006までに具体化された現在の境界を示す。単体検証と最終QEMU受入は[p006](phase006/phase.md)の結果で区別する。	exempt
p002	plan-records	plan/ws014/gpu-stack-review3-response.md	192	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	| `include/kern/fence.h` | `include/drivers/gpu-fence.h`へ移動する。 |	exempt
p002	plan-records	plan/ws014/phase002/phase.md	27	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	実装元は `include/drivers/gpu.h`、`include/uapi/gpu.h`、`src/drivers/gpu/gpu.c`。	exempt
p002	plan-records	plan/ws014/phase002/phase.md	177	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	| `include/drivers/gpu.h` | `4b9719e1a5bfc3c0f9c3defe5690e92f2d90211a9b96fe8cbb93b1935a095617` |	exempt
p002	plan-records	plan/ws014/phase002/phase.md	184	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	| `include/drivers/pci.h` | `e9ce00c11a77c94a2cd0f80b9e81f5c09fcc780425fec620b8685ab459bb9214` |	exempt
p002	plan-records	plan/ws014/phase002/phase.md	253	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	q304 / q304-i01、2026-09-12。実装元は `include/drivers/gpu.h`、	exempt
p002	plan-records	plan/ws014/phase002/phase.md	410	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	| `include/drivers/gpu.h` | `fbcdd1ec161f308b52399c78c10e28423e711dbc56a6538620484bf6d28c4a3e` |	exempt
p002	plan-records	plan/ws014/phase002/phase.md	413	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	| `include/drivers/pci.h` | `e9ce00c11a77c94a2cd0f80b9e81f5c09fcc780425fec620b8685ab459bb9214` |	exempt
p002	plan-records	plan/ws014/phase003/evidence/final-source-build.json	17	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/final-source-build.json	18	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-005/build-and-remote.json	389	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-005/build-and-remote.json	390	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-005/build-and-remote.json	415	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-005/build-and-remote.json	416	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-006/build-and-remote.json	379	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-006/build-and-remote.json	380	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-006/build-and-remote.json	405	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-2d-006/build-and-remote.json	406	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-003/build-and-remote.json	389	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-003/build-and-remote.json	390	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-003/build-and-remote.json	415	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-003/build-and-remote.json	416	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-004/build-and-remote.json	389	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-004/build-and-remote.json	390	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-004/build-and-remote.json	415	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase003/evidence/q306-venus-004/build-and-remote.json	416	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-001/build-and-remote.json	390	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-001/build-and-remote.json	391	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-001/build-and-remote.json	418	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-001/build-and-remote.json	419	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-002/build-and-remote.json	390	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-002/build-and-remote.json	391	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-002/build-and-remote.json	418	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-2d-002/build-and-remote.json	419	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-venus-001/build-and-remote.json	390	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-venus-001/build-and-remote.json	391	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-venus-001/build-and-remote.json	418	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-regress-venus-001/build-and-remote.json	419	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-001/build-and-remote.json	745	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-001/build-and-remote.json	746	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-001/build-and-remote.json	789	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-001/build-and-remote.json	790	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-002/build-and-remote.json	815	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-002/build-and-remote.json	816	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-002/build-and-remote.json	860	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "b776ecfe2953aee70124a4f7a74d3f2e105a069d437e4e9f02dda282a4812b57",	exempt
p002	plan-records	plan/ws014/phase005/evidence/q307-vkdemo-002/build-and-remote.json	861	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	941	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	942	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	"include/drivers/gpu-share.h": "695545e98d7b40da6797ee20d5e3451c2cdc8dad63d50d7aea0a499cafcab9cc",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	943	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "83fa9ce328207dd450b95fef51c5a14219e6f7caac90cc1eb87ab4fe93373300",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	944	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	945	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws014/phase006/checkpoint001.json	1114	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
